,Name,wb97m-v-DFT-forward,wb97m-v-DFT-reverse,wb97m-v-DFT-reaction,cam-b3lyp-DFT-forward,cam-b3lyp-DFT-reverse,cam-b3lyp-DFT-reaction,wb97x-DFT-forward,wb97x-DFT-reverse,wb97x-DFT-reaction,b97m-v-DFT-forward,b97m-v-DFT-reverse,b97m-v-DFT-reaction,b2k-plyp-DFT-forward,b2k-plyp-DFT-reverse,b2k-plyp-DFT-reaction,rsx-0dh-DFT-forward,rsx-0dh-DFT-reverse,rsx-0dh-DFT-reaction,blyp-DFT-forward,blyp-DFT-reverse,blyp-DFT-reaction,pbe0-DFT-forward,pbe0-DFT-reverse,pbe0-DFT-reaction,wb2-plyp18-DFT-forward,wb2-plyp18-DFT-reverse,wb2-plyp18-DFT-reaction,b3lyp-DFT-forward,b3lyp-DFT-reverse,b3lyp-DFT-reaction,rsx-qidh-DFT-forward,rsx-qidh-DFT-reverse,rsx-qidh-DFT-reaction,m06l-DFT-forward,m06l-DFT-reverse,m06l-DFT-reaction,m062x-DFT-forward,m062x-DFT-reverse,m062x-DFT-reaction,bhandhlyp-DFT-forward,bhandhlyp-DFT-reverse,bhandhlyp-DFT-reaction,wb2-plyp-DFT-forward,wb2-plyp-DFT-reverse,wb2-plyp-DFT-reaction,pbe0-dh-DFT-forward,pbe0-dh-DFT-reverse,pbe0-dh-DFT-reaction,wb97x-v-DFT-forward,wb97x-v-DFT-reverse,wb97x-v-DFT-reaction,pbe-qidh-DFT-forward,pbe-qidh-DFT-reverse,pbe-qidh-DFT-reaction,m06-DFT-forward,m06-DFT-reverse,m06-DFT-reaction,b2-plyp-DFT-forward,b2-plyp-DFT-reverse,b2-plyp-DFT-reaction,Range_DFT_forward,Std_DFT_forward,Range_DFT_reverse,Std_DFT_reverse,Range_DFT_reaction,Std_DFT_reaction
35,rxn_2482,11.613,55.38,-43.767,24.327,53.409,-29.082,20.591,58.971,-38.381,11.724,49.201,-37.477,12.196,50.251,-38.055,11.604,67.542,-55.938,27.641,38.315,-10.674,17.476,53.462,-35.985,7.813,53.565,-45.751,26.909,45.721,-18.812,7.27,62.525,-55.255,14.68,46.28,-31.6,12.082,51.602,-39.52,28.583,55.247,-26.664,11.454,57.617,-46.163,14.31,56.837,-42.526,13.608,59.329,-45.721,9.308,56.306,-46.998,15.02,52.461,-37.441,16.461,47.16,-30.699,21.313,6.532845060075078,29.227000000000004,6.497640782177061,45.264,11.154950652064757
36,rxn_2517,17.805,55.708,-37.902,31.766,52.677,-20.911,27.355,58.277,-30.923,15.309,47.786,-32.477,18.62,50.125,-31.505,19.684,68.151,-48.467,33.475,36.862,-3.387,24.208,52.953,-28.745,13.822,53.851,-40.029,33.468,44.418,-10.95,14.615,63.267,-48.652,17.116,44.905,-27.789,18.316,51.634,-33.318,36.087,53.885,-17.798,18.407,57.795,-39.388,21.22,56.62,-35.4,19.957,59.321,-39.364,16.048,56.503,-40.455,18.793,50.504,-31.711,22.603,46.589,-23.986,22.265000000000004,6.852728969273176,31.288999999999994,7.049359810238837,45.265,11.488889906866776
37,rxn_2530,12.695,57.104,-44.408,26.37,54.34,-27.97,22.494,60.342,-37.848,12.776,50.703,-37.927,13.479,51.285,-37.806,13.639,69.171,-55.532,29.356,38.226,-8.869,19.515,54.393,-34.878,9.318,55.118,-45.8,28.882,46.161,-17.278,8.899,64.101,-55.202,16.07,48.097,-32.027,13.843,53.499,-39.656,30.856,56.184,-25.328,13.053,59.13,-46.077,16.182,57.989,-41.806,14.809,61.056,-46.247,10.817,57.559,-46.743,16.429,54.21,-37.781,17.874,47.928,-30.054,21.957,6.740879519375558,30.945000000000007,6.804667334766785,46.663,11.639729221280746
38,rxn_2672,9.939,56.313,-46.374,23.79,54.676,-30.885,19.566,59.725,-40.159,9.435,50.078,-40.643,10.648,51.248,-40.601,10.765,68.829,-58.064,27.218,39.616,-12.399,16.807,54.795,-37.988,6.283,54.494,-48.211,26.39,47.073,-20.683,5.95,63.653,-57.703,12.682,46.654,-33.972,10.643,52.397,-41.755,28.031,56.666,-28.636,10.114,58.614,-48.499,13.355,58.106,-44.751,11.94,60.197,-48.257,7.921,57.418,-49.497,13.308,53.003,-39.695,15.219,48.244,-33.025,22.081,6.920105008330133,29.212999999999994,6.526932159783878,45.665,11.334533274699192
39,rxn_2676,6.12,54.036,-47.916,15.615,51.445,-35.83,13.401,57.204,-43.802,4.045,46.531,-42.486,5.468,48.826,-43.357,4.241,65.101,-60.86,16.93,35.196,-18.265,8.187,50.188,-42.001,0.64,51.639,-50.999,17.121,43.207,-26.086,0.632,60.407,-59.775,6.369,42.449,-36.08,5.998,50.122,-44.124,20.025,53.815,-33.791,4.549,56.008,-51.459,6.193,54.154,-47.961,7.803,57.849,-50.046,2.314,54.11,-51.797,6.86,48.913,-42.053,8.65,45.266,-36.617,19.392999999999997,5.613768970130494,29.905,6.805822631742385,42.595,10.354922510447311
40,rxn_2720,5.564,54.434,-48.869,20.803,53.024,-32.221,15.246,58.138,-42.892,5.224,48.782,-43.557,7.32,49.751,-42.431,7.122,66.269,-59.147,25.127,39.069,-13.942,13.647,53.324,-39.677,2.476,52.661,-50.185,23.844,45.976,-22.133,2.242,61.394,-59.152,7.787,46.08,-38.293,6.347,50.552,-44.205,25.053,54.837,-29.784,6.424,56.56,-50.136,10.003,56.344,-46.341,7.491,58.508,-51.017,4.407,55.636,-51.229,9.046,51.933,-42.887,12.232,46.98,-34.748,22.884999999999998,7.393821872453985,27.200000000000003,6.08159524951697,45.21,11.381183270737068
41,rxn_2759,9.173,56.648,-47.475,25.916,54.699,-28.783,20.37,60.164,-39.794,9.006,49.847,-40.841,11.47,51.242,-39.771,11.737,68.958,-57.221,31.003,39.382,-8.379,19.393,54.96,-35.567,5.876,54.201,-48.324,29.666,47.026,-17.36,6.369,63.743,-57.374,12.692,47.106,-34.414,10.636,52.778,-42.142,30.647,56.679,-26.032,10.025,58.457,-48.432,15.188,58.263,-43.075,11.375,60.77,-49.395,8.925,57.559,-48.634,13.609,53.515,-39.906,16.759,48.155,-31.396,25.127,8.057158731770608,29.576,6.607101613136867,48.995000000000005,12.393365796921989
42,rxn_2760,7.246,55.315,-48.069,21.818,53.965,-32.147,16.583,59.097,-42.514,6.248,49.279,-43.032,8.671,50.544,-41.873,8.533,67.502,-58.969,25.574,39.626,-14.052,14.446,54.257,-39.812,3.903,53.454,-49.551,24.521,46.739,-22.217,3.75,62.47,-58.72,8.81,46.388,-37.578,8.074,51.631,-43.557,26.012,55.823,-29.811,7.92,57.497,-49.577,11.066,57.332,-46.267,9.104,59.457,-50.353,5.72,56.583,-50.863,10.436,52.569,-42.132,13.335,47.709,-34.374,22.262,7.138341518278524,27.875999999999998,6.2558917095470035,44.917,11.212464438246721
43,rxn_2972,22.249,49.331,-27.083,34.927,46.817,-11.89,29.92,50.829,-20.909,23.104,42.454,-19.35,25.422,43.482,-18.06,24.842,61.409,-36.567,38.733,28.043,10.69,30.691,45.018,-14.327,19.817,46.022,-26.205,38.34,38.171,0.169,21.218,55.995,-34.777,25.938,37.642,-11.704,24.248,47.856,-23.607,40.174,51.877,-11.704,23.214,51.026,-27.812,28.034,49.486,-21.451,23.517,52.507,-28.99,23.534,49.046,-25.511,25.379,45.475,-20.095,28.921,39.126,-10.205,20.357,6.077668423265446,33.366,7.304301453685753,47.257,11.315611416371448
44,rxn_3030,9.872,48.914,-39.042,20.7,45.87,-25.17,16.673,50.055,-33.382,10.531,39.308,-28.778,11.618,42.04,-30.422,10.754,60.067,-49.313,24.721,26.3,-1.579,16.274,42.971,-26.697,7.039,44.466,-37.427,24.005,36.794,-12.789,7.448,54.412,-46.964,13.61,34.113,-20.503,11.932,47.278,-35.346,25.613,51.404,-25.791,9.836,49.868,-40.032,13.834,47.833,-34.0,10.531,52.001,-41.471,9.593,47.354,-37.761,13.325,41.981,-28.656,15.222,37.783,-22.56,18.573999999999998,5.612421313245151,33.766999999999996,7.718715576270992,47.734,11.321797849955775
45,rxn_3225,10.855,48.961,-38.105,21.902,47.936,-26.035,17.953,51.198,-33.245,11.507,41.338,-29.831,13.291,43.677,-30.386,12.34,60.98,-48.64,25.828,29.778,-3.949,17.867,45.409,-27.542,7.96,46.05,-38.089,25.182,39.631,-14.449,9.142,55.393,-46.251,14.45,36.006,-21.556,12.967,47.617,-34.65,26.543,53.256,-26.713,10.984,51.091,-40.107,15.44,49.583,-34.143,11.833,52.308,-40.475,11.398,48.767,-37.369,14.29,43.046,-28.756,16.615,39.821,-23.206,18.583,5.550645389454607,31.201999999999998,7.125199255570257,44.691,10.520152416721567
46,rxn_3483,17.048,45.127,-28.079,30.48,43.704,-13.223,25.067,46.889,-21.822,20.081,37.962,-17.881,20.724,39.603,-18.878,18.612,56.068,-37.456,35.921,25.946,9.975,26.101,40.714,-14.613,15.4,41.527,-26.128,34.668,35.453,-0.786,15.309,50.716,-35.408,23.647,32.725,-9.078,19.384,42.93,-23.546,35.407,48.623,-13.216,18.226,46.708,-28.482,22.859,44.859,-22.0,18.046,48.139,-30.093,18.167,44.251,-26.084,21.873,40.146,-18.272,24.803,35.785,-10.982,20.612000000000002,6.491776451991517,30.121999999999996,6.797038556955289,47.431000000000004,11.387743944582192
47,rxn_3536,17.729,47.012,-29.283,27.481,43.332,-15.851,24.041,47.993,-23.951,20.488,38.202,-17.713,19.848,39.901,-20.053,17.698,58.049,-40.351,32.01,23.313,8.697,23.885,40.494,-16.609,14.922,42.628,-27.706,30.994,33.929,-2.935,15.127,52.545,-37.418,23.811,32.882,-9.071,19.548,45.123,-25.575,31.563,48.485,-16.921,17.345,47.952,-30.606,21.401,45.45,-24.05,18.397,49.736,-31.339,17.688,45.234,-27.546,21.33,41.257,-19.927,23.206,35.365,-12.159,17.087999999999997,5.211287904256742,34.736000000000004,7.76884530402651,49.048,11.567990546854075
48,rxn_3759,-10.897,26.478,-37.376,-6.274,25.053,-31.327,-7.44,26.548,-33.988,-8.985,22.053,-31.038,-6.648,24.975,-31.623,-17.125,34.149,-51.274,2.787,13.634,-10.848,-7.711,24.957,-32.668,-13.374,25.794,-39.168,-0.917,20.312,-21.229,-15.451,31.787,-47.237,-3.319,17.844,-21.163,-9.663,27.354,-37.017,-5.243,28.334,-33.577,-13.372,28.249,-41.621,-9.728,27.871,-37.599,-11.43,28.126,-39.555,-10.515,28.206,-38.721,-5.014,22.928,-27.942,-3.949,21.779,-25.728,19.912,4.895685387208447,20.515,4.668745379480557,40.426,9.271402758085292
49,rxn_3781,-5.781,30.455,-36.236,-2.169,28.579,-30.748,-3.112,30.533,-33.646,-4.524,25.222,-29.746,-2.906,28.133,-31.039,-10.817,40.078,-50.896,4.413,14.951,-10.538,-3.348,29.036,-32.384,-9.15,29.28,-38.43,2.222,23.005,-20.784,-9.843,36.97,-46.813,-0.219,21.274,-21.494,-5.462,31.947,-37.409,-0.283,32.563,-32.846,-8.668,32.227,-40.894,-4.846,32.389,-37.235,-6.177,32.324,-38.5,-5.791,32.534,-38.325,-1.554,27.454,-29.008,-0.784,24.396,-25.18,15.23,3.9920445160870948,25.127000000000002,5.567008442601826,40.358000000000004,9.155559245760555
50,rxn_4123,1.941,37.936,-35.995,5.319,36.836,-31.517,4.588,38.407,-33.819,3.517,32.21,-28.694,5.513,36.595,-31.082,-2.879,47.918,-50.797,11.683,22.632,-10.949,4.273,36.6,-32.328,-0.748,37.228,-37.975,9.572,31.087,-21.515,-1.51,44.919,-46.429,8.01,26.732,-18.722,2.696,39.16,-36.463,6.919,41.07,-34.151,-0.403,40.403,-40.805,3.099,40.244,-37.145,1.843,40.035,-38.192,2.578,40.584,-38.006,7.515,33.931,-26.416,7.411,32.746,-25.335,14.562,3.8137021559385738,25.285999999999998,5.837650160584173,39.848,9.242948361204595
51,rxn_4581,19.172,48.965,-29.792,35.34,44.044,-8.704,27.968,49.244,-21.277,14.93,34.778,-19.848,23.758,43.431,-19.672,23.874,61.73,-37.856,37.536,22.438,15.098,28.693,41.846,-13.154,17.66,46.332,-28.672,37.535,32.98,4.555,19.525,57.399,-37.874,17.34,30.316,-12.976,21.147,45.755,-24.608,39.646,45.656,-6.01,22.283,51.477,-29.194,25.592,47.332,-21.739,20.491,52.03,-31.539,21.048,49.053,-28.005,17.352,36.948,-19.596,26.816,37.212,-10.396,24.716,7.465385540860178,39.292,9.385587765011676,52.972,13.468015246560235
52,rxn_4652,-6.504,41.649,-48.152,4.942,37.866,-32.924,0.456,42.594,-42.138,-9.332,29.552,-38.885,-4.445,36.707,-41.151,-6.201,52.398,-58.598,8.849,19.252,-10.403,-0.941,35.215,-36.156,-9.852,38.985,-48.836,7.569,28.281,-20.712,-9.392,48.34,-57.731,-5.1,24.058,-29.159,-3.515,38.636,-42.151,8.428,39.831,-31.403,-6.382,43.77,-50.152,-3.671,40.124,-43.795,-6.083,44.792,-50.874,-7.432,41.317,-48.748,-5.76,31.243,-37.003,-1.273,31.759,-33.032,18.701,5.937547238371645,33.146,8.094055118451216,48.195,11.89965044278723
53,rxn_4937,3.957,35.874,-31.916,18.467,31.178,-12.711,12.621,36.926,-24.304,4.251,24.178,-19.927,6.587,29.382,-22.796,5.354,46.191,-40.837,22.832,12.213,10.619,11.984,28.711,-16.728,1.614,32.373,-30.76,21.766,21.435,0.33,1.179,41.724,-40.545,8.428,19.817,-11.389,7.996,33.549,-25.553,23.405,33.381,-9.976,5.212,37.033,-31.821,8.449,33.511,-25.062,4.673,38.748,-34.075,3.355,34.356,-31.0,6.947,26.407,-19.46,10.64,24.51,-13.87,22.226000000000003,6.97748584848364,33.978,8.012243080863316,51.456,13.043165774397758
54,rxn_5047,1.045,44.221,-43.176,11.448,40.699,-29.251,7.841,45.447,-37.605,-1.558,32.659,-34.217,2.62,39.465,-36.844,1.952,55.346,-53.394,13.273,21.657,-8.384,5.454,37.858,-32.404,-2.409,41.963,-44.373,13.205,31.014,-17.809,-1.354,51.174,-52.528,2.293,27.331,-25.038,3.717,42.384,-38.667,15.544,43.117,-27.574,1.292,46.74,-45.448,3.46,42.894,-39.434,1.571,47.156,-45.585,0.004,44.026,-44.022,1.625,34.053,-32.427,5.148,34.464,-29.316,17.953,5.278200485562241,33.68899999999999,8.11311178797695,45.01,11.16507239753085
55,rxn_5129,-2.907,42.247,-45.154,9.833,37.718,-27.885,4.828,43.27,-38.441,-3.898,29.176,-33.074,-0.726,35.412,-36.138,-1.386,53.718,-55.105,14.087,17.286,-3.199,4.289,34.948,-30.659,-5.547,38.578,-44.124,12.727,27.284,-14.558,-5.184,48.736,-53.92,0.274,23.855,-23.58,0.274,39.665,-39.391,13.482,40.321,-26.839,-2.13,43.758,-45.888,1.082,40.064,-38.982,-2.256,45.436,-47.692,-3.35,40.801,-44.151,-1.348,31.771,-33.119,2.902,30.269,-27.368,19.634,6.220979023475832,36.432,8.70987934096739,51.906,12.808392488294954
56,rxn_5245,37.055,40.295,-3.24,39.268,41.131,-1.863,43.121,45.137,-2.016,27.517,34.403,-6.886,32.748,33.46,-0.712,45.917,46.768,-0.851,25.582,29.873,-4.291,33.924,37.42,-3.497,33.697,36.129,-2.432,32.186,35.228,-3.042,40.457,41.268,-0.812,26.93,31.755,-4.825,35.515,36.817,-1.302,42.145,43.321,-1.176,39.171,40.261,-1.091,36.681,38.797,-2.116,40.439,43.412,-2.973,35.415,36.622,-1.208,33.166,35.515,-2.349,31.001,32.636,-1.635,20.335,5.508564478920171,16.895,4.618480752710559,6.174,1.5717761416543021
57,rxn_5345,38.516,44.324,-5.808,39.939,44.068,-4.129,43.963,48.359,-4.396,30.547,39.461,-8.914,33.749,37.233,-3.485,45.711,48.95,-3.239,27.007,33.298,-6.291,34.702,40.272,-5.57,34.834,39.326,-4.492,33.363,38.58,-5.217,40.661,44.0,-3.339,30.956,37.457,-6.501,36.716,41.079,-4.363,42.93,46.575,-3.644,39.843,43.335,-3.492,37.287,41.743,-4.455,41.611,47.168,-5.557,36.047,39.862,-3.815,36.052,40.2,-4.149,32.161,36.304,-4.143,18.703999999999997,4.865664555411672,15.652000000000001,4.210524946644514,5.675,1.3867595122215106
58,rxn_5374,36.553,42.305,-5.752,38.021,43.529,-5.508,41.92,47.172,-5.252,28.749,36.086,-7.337,32.785,35.619,-2.833,44.011,48.362,-4.351,25.507,32.33,-6.823,32.925,39.328,-6.402,33.387,37.757,-4.37,31.62,37.882,-6.262,39.359,42.834,-3.475,28.643,34.186,-5.544,35.061,39.047,-3.986,40.908,46.401,-5.493,38.367,42.099,-3.732,35.757,40.721,-4.964,39.546,45.265,-5.719,34.918,38.425,-3.508,33.881,37.29,-3.409,31.044,34.88,-3.836,18.504,4.792644351942935,16.032000000000004,4.557945323105693,4.504,1.272607749548354
59,rxn_5506,35.974,41.608,-5.635,37.928,41.828,-3.901,41.838,46.049,-4.211,27.247,36.799,-9.552,31.47,34.917,-3.446,43.542,47.655,-4.113,25.112,30.881,-5.769,32.667,38.403,-5.736,32.074,37.587,-5.512,31.383,36.138,-4.755,38.335,42.496,-4.161,27.49,34.676,-7.186,34.296,38.619,-4.323,40.859,44.126,-3.267,37.349,41.462,-4.113,35.163,39.918,-4.756,39.286,44.451,-5.165,33.814,37.98,-4.166,33.125,37.166,-4.041,29.96,33.983,-4.023,18.430000000000003,5.011103443984748,16.774,4.344586842448767,6.285,1.446654306176478
60,rxn_5581,33.015,49.197,-16.182,36.787,49.788,-13.002,37.866,54.326,-16.459,24.163,38.499,-14.337,29.984,45.094,-15.11,42.387,58.485,-16.098,23.914,35.233,-11.319,32.104,46.023,-13.919,30.721,45.47,-14.748,30.62,42.537,-11.917,37.126,53.609,-16.484,21.283,35.81,-14.526,34.118,47.523,-13.405,40.056,52.912,-12.856,35.794,50.869,-15.076,34.071,49.143,-15.072,35.892,52.858,-16.967,32.467,48.467,-16.0,29.229,43.563,-14.334,28.105,42.244,-14.139,21.104,5.445277421766498,23.252000000000002,6.199310976144638,5.647999999999998,1.5535069156080719
61,rxn_5582,27.553,38.472,-10.919,28.734,34.772,-6.038,30.878,41.409,-10.531,16.423,25.277,-8.854,23.176,33.122,-9.946,36.708,46.731,-10.023,14.556,18.913,-4.356,24.702,32.161,-7.459,24.908,34.139,-9.231,21.525,26.421,-4.896,31.769,42.917,-11.148,13.033,22.254,-9.221,28.742,36.658,-7.916,30.676,36.243,-5.567,29.648,38.923,-9.274,27.122,36.257,-9.135,30.304,41.704,-11.4,26.289,37.101,-10.812,21.944,30.963,-9.019,20.507,29.046,-8.539,23.674999999999997,6.098646556279603,27.818,7.122692455695462,7.0440000000000005,2.0893149872121897
62,rxn_5616,29.777,42.155,-12.377,33.124,38.471,-5.347,34.135,44.89,-10.755,21.588,31.093,-9.505,27.0,36.891,-9.891,39.838,50.398,-10.559,20.899,22.839,-1.94,29.423,36.069,-6.646,28.344,37.962,-9.618,27.005,30.424,-3.419,34.829,46.579,-11.75,19.019,29.525,-10.506,31.4,40.766,-9.365,35.396,40.574,-5.178,32.942,42.693,-9.75,31.29,40.184,-8.894,32.508,45.386,-12.879,29.947,40.888,-10.941,25.339,36.761,-11.422,25.046,32.887,-7.841,20.819000000000003,5.281394158792384,27.559000000000005,6.620897831269205,10.939,2.9849678174232688
63,rxn_5653,32.396,45.008,-12.612,34.366,42.97,-8.604,36.327,48.942,-12.615,23.455,33.804,-10.349,28.267,40.007,-11.74,40.818,53.529,-12.712,21.435,27.511,-6.076,30.093,39.902,-9.808,29.881,40.624,-10.743,27.862,35.216,-7.354,35.9,49.211,-13.31,21.106,31.524,-10.418,33.311,43.279,-9.968,36.712,45.652,-8.94,34.469,45.699,-11.231,32.163,43.652,-11.489,35.072,48.428,-13.356,30.947,43.754,-12.808,27.848,39.631,-11.783,26.19,36.454,-10.264,19.711999999999996,5.274922547697789,26.018000000000004,6.476823273268917,7.28,1.9787905662962817
64,rxn_5748,28.083,52.368,-24.285,30.136,51.606,-21.47,31.995,57.311,-25.316,18.63,39.862,-21.232,24.04,48.32,-24.279,37.135,61.928,-24.794,16.506,35.789,-19.283,25.742,48.125,-22.384,25.445,48.3,-22.856,23.379,43.806,-20.427,32.018,57.366,-25.349,15.749,37.701,-21.951,28.822,50.865,-22.042,32.888,54.936,-22.048,30.299,53.818,-23.519,28.093,52.064,-23.971,30.729,56.037,-25.307,26.891,52.008,-25.117,23.787,47.163,-23.376,21.8,44.816,-23.015,21.385999999999996,5.594992594651983,26.138999999999996,6.803343454160106,6.065999999999999,1.7406665533639691
65,rxn_5756,32.805,50.97,-18.165,35.542,50.396,-14.854,36.844,55.325,-18.48,24.071,40.957,-16.886,29.653,46.725,-17.072,42.199,59.974,-17.775,23.08,35.182,-12.101,31.64,46.763,-15.123,30.292,47.266,-16.974,29.479,42.924,-13.445,37.24,55.46,-18.22,21.243,38.872,-17.63,33.824,49.578,-15.754,38.334,53.802,-15.467,35.156,52.452,-17.296,33.738,50.361,-16.623,35.424,54.559,-19.135,32.488,50.123,-17.636,28.448,45.662,-17.213,27.554,43.433,-15.879,20.956,5.3406230476267575,24.791999999999994,6.170881636234894,7.034000000000001,1.7440856268211749
66,rxn_5854,31.457,45.714,-14.257,34.586,44.438,-9.852,36.041,50.316,-14.274,23.227,34.163,-10.936,27.765,40.673,-12.908,41.206,54.552,-13.346,21.871,28.987,-7.116,30.394,40.958,-10.564,29.607,41.463,-11.856,28.186,36.62,-8.434,35.837,49.853,-14.016,21.198,32.599,-11.4,32.862,44.891,-12.029,37.08,47.293,-10.213,34.262,46.707,-12.445,32.308,44.595,-12.286,34.175,49.287,-15.111,30.723,44.369,-13.646,27.742,40.367,-12.625,25.982,37.416,-11.434,20.008000000000003,5.255050958488965,25.565,6.46993769981394,7.995000000000001,2.028980542564483
67,rxn_5956,41.651,62.022,-20.371,42.618,60.76,-18.142,44.451,65.781,-21.33,31.574,50.835,-19.261,38.061,58.117,-20.056,50.963,71.038,-20.075,27.436,44.118,-16.682,38.314,56.837,-18.523,39.226,58.447,-19.22,35.093,52.54,-17.447,46.407,66.922,-20.515,27.976,47.58,-19.604,42.371,60.416,-18.044,45.148,63.916,-18.767,44.238,63.801,-19.563,41.282,60.937,-19.655,44.443,65.833,-21.39,40.942,61.364,-20.421,36.187,55.442,-19.255,34.786,54.065,-19.279,23.527,6.100396581370754,26.919999999999995,6.783000123955397,4.708000000000002,1.2097175833966156
68,rxn_6105,37.93,49.959,-12.029,42.05,47.947,-5.898,42.429,53.656,-11.226,29.041,39.289,-10.248,35.424,45.19,-9.767,48.003,58.687,-10.684,29.122,32.166,-3.044,37.774,45.077,-7.303,36.063,46.193,-10.13,35.845,40.084,-4.239,42.786,54.476,-11.69,25.186,37.28,-12.095,38.828,48.807,-9.98,44.959,50.594,-5.636,41.173,51.081,-9.908,39.613,48.78,-9.167,40.88,53.42,-12.539,38.083,48.943,-10.86,32.631,44.599,-11.968,33.373,41.44,-8.067,22.817,5.6837470616246035,26.521,6.461531376254068,9.495,2.7581603308231224
69,rxn_6178,41.197,60.447,-19.25,42.757,59.712,-16.955,44.661,64.655,-19.994,30.314,47.312,-16.999,36.618,55.254,-18.635,51.37,71.498,-20.129,27.13,41.984,-14.853,38.049,55.897,-17.848,38.275,55.77,-17.495,34.966,50.924,-15.958,45.897,66.038,-20.142,27.193,44.242,-17.049,42.215,59.339,-17.123,45.669,63.184,-17.514,43.69,61.999,-18.308,40.895,59.957,-19.062,44.053,64.259,-20.207,39.906,59.632,-19.726,35.603,53.207,-17.604,33.722,51.395,-17.673,24.24,6.390683877415048,29.514000000000003,7.522371356756284,5.354000000000001,1.4944752502748955
70,rxn_6180,27.764,40.322,-12.558,31.982,38.189,-6.207,32.742,44.062,-11.32,19.64,29.717,-10.076,24.791,35.314,-10.522,36.667,47.96,-11.294,20.652,23.187,-2.535,27.858,35.12,-7.262,25.524,36.134,-10.61,26.528,30.683,-4.155,31.465,43.862,-12.397,16.696,27.531,-10.835,28.919,38.768,-9.849,34.619,40.713,-6.094,30.234,40.882,-10.648,29.169,38.664,-9.496,30.637,43.626,-12.989,27.264,38.743,-11.48,24.335,35.331,-10.996,23.443,31.954,-8.512,19.971,5.049194041731078,24.773,6.15576723936693,10.454,2.846466080025694
